0.0,0.7428844
0.0,0.7317474
1.0,0.36028016
0.0,0.046707213
1.0,0.4200043
0.0,0.039100796
1.0,0.9813929
1.0,0.8250303
1.0,0.6717834
0.0,0.006674528
0.0,0.42467332
1.0,0.95514745
0.0,0.008875102
0.0,0.0824981
0.0,0.04546219
0.0,0.0075100064
1.0,0.7172162
0.0,0.018363863
0.0,0.028045535
1.0,0.95583165
1.0,0.5435817
0.0,0.0010627806
1.0,0.9839853
0.0,0.012284309
0.0,0.028418243
1.0,0.971174
0.0,0.011749625
1.0,0.9736153
0.0,0.049044967
1.0,0.89136636
0.0,0.009534627
0.0,0.47523496
1.0,0.9778867
1.0,0.9968772
1.0,0.929055
1.0,0.9835276
1.0,0.51757365
0.0,0.009392917
1.0,0.96964204
1.0,0.017914355
1.0,0.9779069
1.0,0.96835124
0.0,0.0121638775
1.0,0.9343879
1.0,0.9803587
0.0,0.028274
0.0,0.004956454
0.0,0.019450426
0.0,0.02690816
1.0,0.9941045
0.0,0.38395202
1.0,0.86121356
1.0,0.99707806
1.0,0.8861986
0.0,0.009892195
0.0,0.024803191
0.0,0.097846806
1.0,0.028361827
1.0,0.9879129
1.0,0.39555255
1.0,0.9940233
0.0,0.5000916
1.0,0.99336994
1.0,0.8731091
1.0,0.9679265
0.0,0.56441045
0.0,0.45523253
1.0,0.8886088
0.0,0.029314846
1.0,0.9635476
0.0,0.86484635
1.0,0.9761034
0.0,0.0077163875
0.0,0.02915302
1.0,0.30652916
0.0,0.49408013
0.0,0.013301849
0.0,0.14844698
0.0,0.0064288974
1.0,0.9949858
0.0,0.024241477
1.0,0.9959229
1.0,0.99556684
1.0,0.99992466
1.0,0.99665093
1.0,0.8540609
1.0,0.97716224
0.0,0.39555487
0.0,0.08054826
1.0,0.7482773
0.0,0.014030337
1.0,0.36632764
0.0,0.0136116445
0.0,0.8599334
0.0,0.34762615
1.0,0.9786711
0.0,0.008935183
0.0,0.038117558
1.0,0.2594619
1.0,0.9992764
0.0,0.02322489
0.0,0.037787974
1.0,0.06884512
0.0,0.4251244
0.0,0.0588077
1.0,0.9832661
1.0,0.02263537
0.0,0.017392784
1.0,0.013236284
1.0,0.99341273
1.0,0.98978174
0.0,0.022901475
1.0,0.07570732
0.0,0.064043194
0.0,0.032862067
1.0,0.34380573
0.0,0.013463289
1.0,0.9256137
1.0,0.35159367
1.0,0.97939956
0.0,0.07891497
1.0,0.99421644
0.0,0.992673
0.0,0.019757628
0.0,0.3624026
1.0,0.2308217
0.0,0.0025681853
0.0,0.10540828
1.0,0.9845482
1.0,0.8994352
1.0,0.99357563
0.0,0.07246718
0.0,0.018135935
1.0,0.50762284
1.0,0.9984728
0.0,0.90662473
0.0,0.019718617
0.0,0.020853579
0.0,0.10569835
0.0,0.010015577
1.0,0.9192628
0.0,0.21352786
1.0,0.12794986
0.0,0.010479927
0.0,0.0145819485
0.0,0.0011109114
1.0,0.68482244
0.0,0.01936829
0.0,0.012393415
0.0,0.04298222
0.0,0.053186804
0.0,0.02296251
0.0,0.01388815
0.0,0.9493253
0.0,0.10631549
1.0,0.9746775
0.0,0.0031615496
0.0,0.018224657
1.0,0.9995656
0.0,0.036939323
0.0,0.80797106
0.0,0.5941319
0.0,0.024007708
0.0,0.22301185
1.0,0.99951714
0.0,0.30916664
1.0,0.7372464
0.0,0.023969948
0.0,0.018011808
1.0,0.8293058
0.0,0.76695335
0.0,0.9909303
0.0,0.9796275
0.0,0.00538522
1.0,0.7969206
1.0,0.8981502
0.0,0.02647093
1.0,0.8093269
0.0,0.6259654
1.0,0.9781431
1.0,0.96146333
1.0,0.92499423
1.0,0.98255646
1.0,0.98271513
0.0,0.79414463
0.0,0.0012335777
0.0,0.022026062
0.0,0.9817909
0.0,0.17119238
0.0,0.020755976
1.0,0.5389346
0.0,0.0053325593
0.0,0.9461051
1.0,0.85228187
1.0,0.7561827
1.0,0.99970293
0.0,0.020219207
0.0,0.41244075
0.0,0.011755228
1.0,0.058062464
0.0,0.40505847
0.0,0.7502588
0.0,0.78091985
0.0,0.2382763
0.0,0.034799516
1.0,0.19535714
0.0,0.020821542
1.0,0.15862599
0.0,0.0030364394
0.0,0.0683471
0.0,0.015423924
1.0,0.9913231
0.0,0.20912012
0.0,0.38525853
0.0,0.023090988
0.0,0.0041223466
0.0,0.9788245
0.0,0.1463848
1.0,0.996408
0.0,0.010102332
0.0,0.003231436
1.0,0.9255945
1.0,0.9957892
0.0,0.70944077
0.0,0.04013124
0.0,0.0061519444
0.0,0.10467547
0.0,0.017999679
0.0,0.036118895
1.0,0.9922143
0.0,0.07250792
1.0,0.16037211
0.0,0.008866906
1.0,0.37513983
1.0,0.440458
0.0,0.055212945
0.0,0.025829554
0.0,0.044453323
1.0,0.9429659
1.0,0.9545742
1.0,0.9781252
1.0,0.91168356
0.0,0.008924335
0.0,0.5806483
1.0,0.99701595
0.0,0.92196393
0.0,0.043029666
0.0,0.009665906
0.0,0.69651645
0.0,0.014504433
0.0,0.011677563
0.0,0.05982858
1.0,0.8707038
0.0,0.014927149
0.0,0.1931588
0.0,0.0019777417
1.0,0.9385768
1.0,0.88587487
0.0,0.026206523
0.0,0.080429584
0.0,0.026077896
1.0,0.99560165
0.0,0.022114098
0.0,0.007307589
0.0,0.049779087
0.0,0.017873555
1.0,0.99903977
1.0,0.7383936
1.0,0.9992939
0.0,0.06358945
1.0,0.88182074
0.0,0.016076684
0.0,0.019139022
0.0,0.19602007
1.0,0.9804638
1.0,0.9399179
0.0,0.0070891976
0.0,0.040099323
1.0,0.82667816
1.0,0.46628326
0.0,0.010476291
1.0,0.2409356
1.0,0.99975246
0.0,0.9396951
0.0,0.5032264
0.0,0.050502867
0.0,0.041209847
0.0,0.8102155
0.0,0.048857063
1.0,0.9968534
0.0,0.004484415
0.0,0.016950905
1.0,0.9994397
0.0,0.014857709
1.0,0.98646665
1.0,0.052060246
1.0,0.9342835
1.0,0.85538095
1.0,0.9147781
0.0,0.03250903
1.0,0.9531126
0.0,0.87771183
1.0,0.9982922
0.0,0.8216825
0.0,0.09368238
0.0,0.013779163
0.0,0.47660202
0.0,0.91412574
1.0,0.9662532
0.0,0.99728024
1.0,0.6578758
0.0,0.9629432
1.0,0.9145539
1.0,0.9986952
0.0,0.028212309
0.0,0.0072569847
0.0,0.006399393
1.0,0.9712148
1.0,0.2770431
0.0,0.0046073794
0.0,0.0041078925
0.0,0.0106368065
0.0,0.04583633
1.0,0.9851018
1.0,0.862293
0.0,0.026742637
0.0,0.26891348
1.0,0.9788431
1.0,0.9761698
1.0,0.53147453
0.0,0.015423626
0.0,0.86956334
0.0,0.009575248
0.0,0.6958792
1.0,0.9931891
1.0,0.4789822
0.0,0.08741945
0.0,0.036714017
0.0,0.0065897107
0.0,0.51716894
0.0,0.004259765
0.0,0.18511105
1.0,0.11809221
0.0,0.117186576
0.0,0.023616552
0.0,0.13435638
